date,close,volume,open,beta
2010-09-09,1.380666971206665,5643000,1.399999976158142,2.434
2010-09-10,1.3446669578552246,5799000,1.3833329677581787,2.434
2010-09-13,1.3813329935073853,5412000,1.3926670551300049,2.434
2010-09-14,1.4079999923706055,9820500,1.369333028793335,2.434
2010-09-15,1.4653329849243164,10269000,1.3986669778823853,2.434
2010-09-16,1.3960000276565552,40267500,1.476667046546936,2.434
2010-09-17,1.348667025566101,17977500,1.401332974433899,2.434
2010-09-20,1.4040000438690186,14212500,1.378000020980835,2.434
2010-09-21,1.3846670389175415,11940000,1.3926670551300049,2.434
2010-09-22,1.324666976928711,14443500,1.391332983970642,2.434
2010-09-23,1.3040000200271606,10021500,1.3259999752044678,2.434
2010-09-24,1.340000033378601,8683500,1.3300000429153442,2.434
2010-09-27,1.3686670064926147,6279000,1.3600000143051147,2.434
2010-09-28,1.4266669750213623,18217500,1.4026670455932617,2.434
2010-09-29,1.4653329849243164,29539500,1.4126670360565186,2.434
2010-09-30,1.3606669902801514,32937000,1.4666670560836792,2.434
2010-10-01,1.3733329772949219,8965500,1.3793330192565918,2.434
2010-10-04,1.3993330001831055,9654000,1.3619999885559082,2.434
2010-10-05,1.4079999923706055,4980000,1.409999966621399,2.434
2010-10-06,1.3639999628067017,4701000,1.4040000438690186,2.434
2010-10-07,1.3619999885559082,2115000,1.3713330030441284,2.434
2010-10-08,1.3619999885559082,4017000,1.3619999885559082,2.434
2010-10-11,1.3493330478668213,2568000,1.3626669645309448,2.434
2010-10-12,1.3493330478668213,3660000,1.3466670513153076,2.434
2010-10-13,1.369333028793335,4773000,1.3760000467300415,2.434
2010-10-14,1.3833329677581787,4422000,1.399999976158142,2.434
2010-10-15,1.369333028793335,4270500,1.3926670551300049,2.434
2010-10-18,1.348667025566101,2442000,1.3680000305175781,2.434
2010-10-19,1.3366669416427612,3678000,1.3466670513153076,2.434
2010-10-20,1.3766670227050781,4687500,1.343999981880188,2.434
2010-10-21,1.3833329677581787,6256500,1.3739999532699585,2.434
2010-10-22,1.3813329935073853,2416500,1.3786669969558716,2.434
2010-10-25,1.3899999856948853,1777500,1.3960000276565552,2.434
2010-10-26,1.4240000247955322,9913500,1.386667013168335,2.434
2010-10-27,1.399999976158142,5347500,1.4166669845581055,2.434
2010-10-28,1.4126670360565186,3363000,1.4259999990463257,2.434
2010-10-29,1.4559999704360962,4209000,1.4093329906463623,2.434
2010-11-01,1.4273329973220825,6837000,1.4626669883728027,2.434
2010-11-02,1.4166669845581055,4837500,1.4453330039978027,2.434
2010-11-03,1.4513330459594727,5589000,1.418666958808899,2.434
2010-11-04,1.659999966621399,28110000,1.5066670179367065,2.434
2010-11-05,1.6293330192565918,15165000,1.6579999923706055,2.434
2010-11-08,1.6653330326080322,7642500,1.6333329677581787,2.434
2010-11-09,1.6419999599456787,14346000,1.6666669845581055,2.434
2010-11-10,1.957332968711853,45907500,1.6319999694824219,2.434
2010-11-11,1.869333028793335,29179500,1.9066669940948486,2.434
2010-11-12,1.9893330335617065,40936500,1.8833329677581787,2.434
2010-11-15,2.053333044052124,39343500,2.01466703414917,2.434
2010-11-16,1.9780000448226929,20214000,2.066667079925537,2.434
2010-11-17,1.965999960899353,11250000,2.0133330821990967,2.434
2010-11-18,1.9926669597625732,14341500,2.0446670055389404,2.434
2010-11-19,2.065999984741211,17257500,2.010667085647583,2.434
2010-11-22,2.2266669273376465,22945500,2.1046669483184814,2.434
2010-11-23,2.3046669960021973,23667000,2.2193329334259033,2.434
2010-11-24,2.3646669387817383,21375000,2.351332902908325,2.434
2010-11-26,2.3546669483184814,5259000,2.373332977294922,2.434
2010-11-29,2.2886669635772705,17184000,2.3606669902801514,2.434
2010-11-30,2.355333089828491,33339000,2.249332904815674,2.434
2010-12-01,2.2899999618530273,19488000,2.3913331031799316,2.434
2010-12-02,2.1566669940948486,30105000,2.2673330307006836,2.434
2010-12-03,2.0993330478668213,17401500,2.134000062942505,2.434
2010-12-06,2.02066707611084,19116000,2.0899999141693115,2.434
2010-12-07,2.1040000915527344,19669500,2.0326669216156006,2.434
2010-12-08,2.1579999923706055,9900000,2.1653330326080322,2.434
2010-12-09,2.136667013168335,6090000,2.167332887649536,2.434
2010-12-10,2.101332902908325,6441000,2.136667013168335,2.434
2010-12-13,2.0366671085357666,6156000,2.109333038330078,2.434
2010-12-14,1.9019999504089355,26485500,2.0193328857421875,2.434
2010-12-15,1.9733330011367798,11143500,1.9113329648971558,2.434
2010-12-16,2.053999900817871,11851500,2.0,2.434
2010-12-17,2.0906670093536377,12195000,2.0893330574035645,2.434
2010-12-20,2.113332986831665,7851000,2.109333038330078,2.434
2010-12-21,2.1506669521331787,11665500,2.119999885559082,2.434
2010-12-22,2.175333023071289,12499500,2.1500000953674316,2.434
2010-12-23,2.00600004196167,23289000,2.0840001106262207,2.434
2010-12-27,1.7033330202102661,139528500,1.8680000305175781,2.434
2010-12-28,1.7606669664382935,60844500,1.7233330011367798,2.434
2010-12-29,1.848667025566101,49788000,1.8020000457763672,2.434
2010-12-30,1.7666670083999634,30616500,1.8466670513153076,2.434
2010-12-31,1.775333046913147,21268500,1.7713329792022705,2.434
2011-01-03,1.7746670246124268,19245000,1.7893329858779907,2.434
2011-01-04,1.777999997138977,17811000,1.7773330211639404,2.434
2011-01-05,1.7886669635772705,21700500,1.7653330564498901,2.434
2011-01-06,1.858667016029358,30918000,1.7886669635772705,2.434
2011-01-07,1.8826669454574585,33718500,1.8666670322418213,2.434
2011-01-10,1.8966670036315918,20140500,1.878000020980835,2.434
2011-01-11,1.797333002090454,25653000,1.906000018119812,2.434
2011-01-12,1.797333002090454,14466000,1.8006670475006104,2.434
2011-01-13,1.7480000257492065,10854000,1.797333002090454,2.434
2011-01-14,1.7166670560836792,17880000,1.7433329820632935,2.434
2011-01-18,1.7093329429626465,24325500,1.698667049407959,2.434
2011-01-19,1.6019999980926514,35572500,1.6846669912338257,2.434
2011-01-20,1.5080000162124634,34198500,1.6019999980926514,2.434
2011-01-21,1.5360000133514404,18255000,1.5413329601287842,2.434
2011-01-24,1.6326669454574585,24676500,1.5686670541763306,2.434
2011-01-25,1.6453330516815186,19072500,1.6433329582214355,2.434
2011-01-26,1.649999976158142,16198500,1.647333025932312,2.434
2011-01-27,1.6613329648971558,13435500,1.6493330001831055,2.434
2011-01-28,1.6006669998168945,15726000,1.658666968345642,2.434
2011-01-31,1.6066670417785645,12454500,1.6033329963684082,2.434
2011-02-01,1.593999981880188,10617000,1.6206669807434082,2.434
2011-02-02,1.5959999561309814,8542500,1.6106669902801514,2.434
2011-02-03,1.5753329992294312,7680000,1.5880000591278076,2.434
2011-02-04,1.5640000104904175,8160000,1.5626670122146606,2.434
2011-02-07,1.5379999876022339,13426500,1.5506670475006104,2.434
2011-02-08,1.6326669454574585,52573500,1.585332989692688,2.434
2011-02-09,1.547333002090454,39534000,1.608667016029358,2.434
2011-02-10,1.5479999780654907,12541500,1.5506670475006104,2.434
2011-02-11,1.5499999523162842,9517500,1.5499999523162842,2.434
2011-02-14,1.5386669635772705,19246500,1.5759999752044678,2.434
2011-02-15,1.5226670503616333,14305500,1.534000039100647,2.434
2011-02-16,1.6486669778823853,61726500,1.5399999618530273,2.434
2011-02-17,1.5733330249786377,39276000,1.6419999599456787,2.434
2011-02-18,1.5453330278396606,35560500,1.5553330183029175,2.434
2011-02-22,1.4579999446868896,30969000,1.525333046913147,2.434
2011-02-23,1.4553329944610596,24084000,1.4786670207977295,2.434
2011-02-24,1.5019999742507935,15829500,1.4520000219345093,2.434
2011-02-25,1.5740000009536743,20194500,1.5206669569015503,2.434
2011-02-28,1.5926669836044312,15768000,1.5826669931411743,2.434
2011-03-01,1.5959999561309814,16596000,1.6033329963684082,2.434
2011-03-02,1.6013330221176147,9949500,1.5880000591278076,2.434
2011-03-03,1.6239999532699585,9603000,1.6319999694824219,2.434
2011-03-04,1.6633330583572388,23701500,1.6319999694824219,2.434
2011-03-07,1.6626670360565186,30504000,1.6619999408721924,2.434
2011-03-08,1.6440000534057617,20998500,1.6399999856948853,2.434
2011-03-09,1.6480000019073486,13872000,1.6440000534057617,2.434
2011-03-10,1.6006669998168945,15255000,1.6293330192565918,2.434
2011-03-11,1.6046669483184814,13962000,1.590000033378601,2.434
2011-03-14,1.5499999523162842,17490000,1.5880000591278076,2.434
2011-03-15,1.5299999713897705,19782000,1.4800000190734863,2.434
2011-03-16,1.5213329792022705,17545500,1.5240000486373901,2.434
2011-03-17,1.5206669569015503,13839000,1.5493329763412476,2.434
2011-03-18,1.5306669473648071,10318500,1.5460000038146973,2.434
2011-03-21,1.5153330564498901,6175500,1.536666989326477,2.434
2011-03-22,1.4793330430984497,8743500,1.5153330564498901,2.434
2011-03-23,1.480666995048523,6342000,1.4739999771118164,2.434
2011-03-24,1.4886670112609863,6933000,1.4759999513626099,2.434
2011-03-25,1.5166670083999634,8520000,1.495332956314087,2.434
2011-03-28,1.5499999523162842,15871500,1.5133329629898071,2.434
2011-03-29,1.5946669578552246,11331000,1.553333044052124,2.434
2011-03-30,1.5806670188903809,18349500,1.6073329448699951,2.434
2011-03-31,1.850000023841858,172767000,1.7699999809265137,2.434
2011-04-01,1.7773330211639404,42972000,1.8300000429153442,2.434
2011-04-04,1.722000002861023,39139500,1.7886669635772705,2.434
2011-04-05,1.7799999713897705,47713500,1.726667046546936,2.434
2011-04-06,1.7660000324249268,19324500,1.7993329763412476,2.434
2011-04-07,1.815999984741211,42154500,1.7899999618530273,2.434
2011-04-08,1.7660000324249268,29196000,1.8386670351028442,2.434
2011-04-11,1.6846669912338257,20541000,1.76466703414917,2.434
2011-04-12,1.6433329582214355,20361000,1.6720000505447388,2.434
2011-04-13,1.6619999408721924,18172500,1.675333023071289,2.434
2011-04-14,1.6759999990463257,14751000,1.6579999923706055,2.434
2011-04-15,1.7053329944610596,14152500,1.7100000381469727,2.434
2011-04-18,1.668666958808899,15508500,1.675333023071289,2.434
2011-04-19,1.6773329973220825,8230500,1.684000015258789,2.434
2011-04-20,1.7166670560836792,12558000,1.713333010673523,2.434
2011-04-21,1.7826670408248901,20791500,1.7233330011367798,2.434
2011-04-25,1.7593330144882202,12013500,1.7799999713897705,2.434
2011-04-26,1.7953330278396606,21000000,1.7773330211639404,2.434
2011-04-27,1.8053330183029175,14953500,1.7953330278396606,2.434
2011-04-28,1.843999981880188,24000000,1.8046669960021973,2.434
2011-04-29,1.840000033378601,10890000,1.8459999561309814,2.434
2011-05-02,1.8300000429153442,11769000,1.840000033378601,2.434
2011-05-03,1.7913329601287842,13708500,1.8253329992294312,2.434
2011-05-04,1.7793329954147339,15667500,1.7853330373764038,2.434
2011-05-05,1.762666940689087,18277500,1.8133330345153809,2.434
2011-05-06,1.8079999685287476,14725500,1.7933330535888672,2.434
2011-05-09,1.8606669902801514,13746000,1.7999999523162842,2.434
2011-05-10,1.8886669874191284,23029500,1.8826669454574585,2.434
2011-05-11,1.8046669960021973,14437500,1.8799999952316284,2.434
2011-05-12,1.8446669578552246,9420000,1.8046669960021973,2.434
2011-05-13,1.8366669416427612,9922500,1.8666670322418213,2.434
2011-05-16,1.773332953453064,11335500,1.8660000562667847,2.434
2011-05-17,1.730666995048523,18513000,1.7999999523162842,2.434
2011-05-18,1.7566670179367065,10942500,1.7400000095367432,2.434
2011-05-19,1.8799999952316284,39826500,1.8020000457763672,2.434
2011-05-20,1.8646670579910278,12637500,1.8839999437332153,2.434
2011-05-23,1.7879999876022339,12954000,1.841333031654358,2.434
2011-05-24,1.7813329696655273,9205500,1.801332950592041,2.434
2011-05-25,1.9320000410079956,70396500,1.7933330535888672,2.434
2011-05-26,1.9653329849243164,50053500,1.9213329553604126,2.434
2011-05-27,1.9700000286102295,25306500,1.9693330526351929,2.434
2011-05-31,2.0093328952789307,49357500,1.9793330430984497,2.434
2011-06-01,1.901332974433899,22948500,2.0,2.434
2011-06-02,1.9173330068588257,14794500,1.901332974433899,2.434
2011-06-03,2.0086669921875,93138000,1.9966670274734497,2.434
2011-06-06,1.9133330583572388,34966500,2.006666898727417,2.434
2011-06-07,1.891332983970642,18331500,1.929332971572876,2.434
2011-06-08,1.8079999685287476,25438500,1.8960000276565552,2.434
2011-06-09,1.841333031654358,24048000,1.8286670446395874,2.434
2011-06-10,1.8573329448699951,23499000,1.8346669673919678,2.434
2011-06-13,1.8953330516815186,25701000,1.8713330030441284,2.434
2011-06-14,1.9066669940948486,23601000,1.9026670455932617,2.434
2011-06-15,1.8213330507278442,20175000,1.8960000276565552,2.434
2011-06-16,1.7666670083999634,27633000,1.8446669578552246,2.434
2011-06-17,1.7666670083999634,25710000,1.7913329601287842,2.434
2011-06-20,1.7339999675750732,23067000,1.75266695022583,2.434
2011-06-21,1.835332989692688,22440000,1.7493330240249634,2.434
2011-06-22,1.8140000104904175,22134000,1.824666976928711,2.434
2011-06-23,1.8473329544067383,17550000,1.8133330345153809,2.434
2011-06-24,1.8380000591278076,54127500,1.8426669836044312,2.434
2011-06-27,1.8306670188903809,27141000,1.848667025566101,2.434
2011-06-28,1.8739999532699585,13338000,1.852666974067688,2.434
2011-06-29,1.8860000371932983,21927000,1.899999976158142,2.434
2011-06-30,1.9420000314712524,14200500,1.899999976158142,2.434
2011-07-01,1.9346669912338257,12823500,1.937999963760376,2.434
2011-07-05,1.942667007446289,14940000,1.9346669912338257,2.434
2011-07-06,1.9306670427322388,13903500,1.942667007446289,2.434
2011-07-07,1.9819999933242798,19918500,1.942667007446289,2.434
2011-07-08,1.920667052268982,18609000,1.9926669597625732,2.434
2011-07-11,1.8899999856948853,14637000,1.8933329582214355,2.434
2011-07-12,1.878000020980835,15681000,1.891332983970642,2.434
2011-07-13,1.9093329906463623,15990000,1.8953330516815186,2.434
2011-07-14,1.8406670093536377,17385000,1.9019999504089355,2.434
2011-07-15,1.8386670351028442,10635000,1.852666974067688,2.434
2011-07-18,1.8153330087661743,12778500,1.8226670026779175,2.434
2011-07-19,1.8593330383300781,15391500,1.8386670351028442,2.434
2011-07-20,1.9126670360565186,45724500,1.8666670322418213,2.434
2011-07-21,1.9133330583572388,15172500,1.9273329973220825,2.434
2011-07-22,1.952666997909546,8752500,1.9133330583572388,2.434
2011-07-25,1.8993330001831055,10099500,1.934000015258789,2.434
2011-07-26,1.8666670322418213,11409000,1.8873330354690552,2.434
2011-07-27,1.8426669836044312,14377500,1.899999976158142,2.434
2011-07-28,1.878000020980835,14080500,1.840000033378601,2.434
2011-07-29,1.878000020980835,14223000,1.8533329963684082,2.434
2011-08-01,1.9179999828338623,17473500,1.9113329648971558,2.434
2011-08-02,1.8226670026779175,23241000,1.9126670360565186,2.434
2011-08-03,1.8133330345153809,26917500,1.8333330154418945,2.434
2011-08-04,1.649999976158142,45967500,1.7673330307006836,2.434
2011-08-05,1.6160000562667847,29466000,1.6660000085830688,2.434
2011-08-08,1.5759999752044678,39127500,1.5399999618530273,2.434
2011-08-09,1.670667052268982,20001000,1.6100000143051147,2.434
2011-08-10,1.5880000591278076,23463000,1.6959999799728394,2.434
2011-08-11,1.6866669654846191,12547500,1.602666974067688,2.434
2011-08-12,1.753999948501587,15136500,1.7066669464111328,2.434
2011-08-15,1.7486670017242432,11079000,1.7746670246124268,2.434
2011-08-16,1.7400000095367432,8065500,1.7419999837875366,2.434
2011-08-17,1.722000002861023,9655500,1.7593330144882202,2.434
2011-08-18,1.6173330545425415,15849000,1.6666669845581055,2.434
2011-08-19,1.4866670370101929,20629500,1.5906670093536377,2.434
2011-08-22,1.463333010673523,14791500,1.5406670570373535,2.434
2011-08-23,1.5306669473648071,13035000,1.4620000123977661,2.434
2011-08-24,1.591333031654358,10264500,1.5399999618530273,2.434
2011-08-25,1.5406670570373535,10197000,1.591333031654358,2.434
2011-08-26,1.5820000171661377,11427000,1.5140000581741333,2.434
2011-08-29,1.647333025932312,12051000,1.6146670579910278,2.434
2011-08-30,1.6419999599456787,5493000,1.6333329677581787,2.434
2011-08-31,1.6493330001831055,12357000,1.6533329486846924,2.434
2011-09-01,1.600000023841858,12721500,1.6440000534057617,2.434
2011-09-02,1.5379999876022339,11548500,1.5773329734802246,2.434
2011-09-06,1.5293329954147339,12147000,1.5,2.434
2011-09-07,1.5893330574035645,6888000,1.5593329668045044,2.434
2011-09-08,1.5740000009536743,7585500,1.5720000267028809,2.434
2011-09-09,1.5313329696655273,10039500,1.5579999685287476,2.434
2011-09-12,1.525333046913147,8499000,1.5,2.434
2011-09-13,1.6053329706192017,10897500,1.534000039100647,2.434
2011-09-14,1.6226669549942017,12462000,1.6166670322418213,2.434
2011-09-15,1.6546670198440552,8439000,1.6386669874191284,2.434
2011-09-16,1.7200000286102295,21256500,1.6519999504089355,2.434
2011-09-19,1.718000054359436,17361000,1.6633330583572388,2.434
2011-09-20,1.7339999675750732,17706000,1.7319999933242798,2.434
2011-09-21,1.7233330011367798,14814000,1.7300000190734863,2.434
2011-09-22,1.7086670398712158,11637000,1.7093329429626465,2.434
2011-09-23,1.7586669921875,17346000,1.6993329524993896,2.434
2011-09-26,1.7013330459594727,14022000,1.7680000066757202,2.434
2011-09-27,1.746000051498413,10117500,1.7333329916000366,2.434
2011-09-28,1.6393330097198486,10849500,1.7333329916000366,2.434
2011-09-29,1.6080000400543213,13944000,1.7146669626235962,2.434
2011-09-30,1.6260000467300415,20041500,1.6533329486846924,2.434
2011-10-03,1.5820000171661377,15348000,1.6633330583572388,2.434
2011-10-04,1.5773329734802246,18004500,1.5526670217514038,2.434
2011-10-05,1.6913330554962158,18442500,1.6019999980926514,2.434
2011-10-06,1.797333002090454,26536500,1.6913330554962158,2.434
2011-10-07,1.7993329763412476,19674000,1.7986669540405273,2.434
2011-10-10,1.858667016029358,13852500,1.820667028427124,2.434
2011-10-11,1.8406670093536377,8635500,1.8339999914169312,2.434
2011-10-12,1.8533329963684082,16851000,1.8166669607162476,2.434
2011-10-13,1.8626669645309448,15652500,1.8420000076293945,2.434
2011-10-14,1.8700000047683716,21007500,1.8666670322418213,2.434
2011-10-17,1.8279999494552612,11317500,1.8573329448699951,2.434
2011-10-18,1.8893330097198486,14995500,1.8200000524520874,2.434
2011-10-19,1.8380000591278076,11893500,1.8680000305175781,2.434
2011-10-20,1.8226670026779175,14995500,1.829332947731018,2.434
2011-10-21,1.8686670064926147,17139000,1.8266669511795044,2.434
2011-10-24,1.9033329486846924,14109000,1.8580000400543213,2.434
2011-10-25,1.8833329677581787,9816000,1.8819999694824219,2.434
2011-10-26,1.8653329610824585,7657500,1.8793330192565918,2.434
2011-10-27,1.9173330068588257,13041000,1.8893330097198486,2.434
2011-10-28,1.9913330078125,18960000,1.899999976158142,2.434
2011-10-31,1.9579999446868896,17010000,1.9666670560836792,2.434
2011-11-01,1.925333023071289,9528000,1.8926670551300049,2.434
2011-11-02,1.9140000343322754,13129500,1.9333330392837524,2.434
2011-11-03,2.1640000343322754,37645500,2.0,2.434
2011-11-04,2.1540000438690186,45493500,2.0973329544067383,2.434
2011-11-07,2.0846669673919678,18994500,2.109333038330078,2.434
2011-11-08,2.122667074203491,17518500,2.0913329124450684,2.434
2011-11-09,2.058666944503784,14305500,2.058000087738037,2.434
2011-11-10,2.0886669158935547,11209500,2.062666893005371,2.434
2011-11-11,2.2426669597625732,58024500,2.126667022705078,2.434
2011-11-14,2.2146670818328857,19885500,2.200000047683716,2.434
2011-11-15,2.26200008392334,13365000,2.194667100906372,2.434
2011-11-16,2.3293330669403076,27498000,2.2320001125335693,2.434
2011-11-17,2.245332956314087,20239500,2.299999952316284,2.434
2011-11-18,2.173332929611206,13542000,2.2426669597625732,2.434
2011-11-21,2.117332935333252,15474000,2.1626670360565186,2.434
2011-11-22,2.138000011444092,10989000,2.117332935333252,2.434
2011-11-23,2.0966670513153076,6777000,2.117332935333252,2.434
2011-11-25,2.1106669902801514,3594000,2.103332996368408,2.434
2011-11-28,2.1706669330596924,10218000,2.1333329677581787,2.434
2011-11-29,2.1166670322418213,8866500,2.1659998893737793,2.434
2011-11-30,2.1826670169830322,11404500,2.1666669845581055,2.434
2011-12-01,2.173332929611206,15453000,2.171333074569702,2.434
2011-12-02,2.2200000286102295,12042000,2.188667058944702,2.434
2011-12-05,2.2946670055389404,17401500,2.23533296585083,2.434
2011-12-06,2.324666976928711,14277000,2.2799999713897705,2.434
2011-12-07,2.2793331146240234,10114500,2.308666944503784,2.434
2011-12-08,2.059333086013794,49587000,2.055999994277954,2.434
2011-12-09,2.069333076477051,18592500,2.0360000133514404,2.434
2011-12-12,2.0273330211639404,11380500,2.0293331146240234,2.434
2011-12-13,1.963333010673523,14911500,2.0380001068115234,2.434
2011-12-14,1.9019999504089355,17458500,1.9666670560836792,2.434
2011-12-15,1.9079999923706055,10504500,1.9113329648971558,2.434
2011-12-16,1.8666670322418213,15445500,1.9193329811096191,2.434
2011-12-19,1.850000023841858,14805000,1.8726669549942017,2.434
2011-12-20,1.8600000143051147,12649500,1.8700000047683716,2.434
2011-12-21,1.8380000591278076,25582500,1.8606669902801514,2.434
2011-12-22,1.8513330221176147,15141000,1.840000033378601,2.434
2011-12-23,1.8600000143051147,8871000,1.8666670322418213,2.434
2011-12-27,1.9046670198440552,11662500,1.843999981880188,2.434
2011-12-28,1.9006669521331787,8628000,1.9326670169830322,2.434
2011-12-29,1.9153330326080322,7323000,1.906000018119812,2.434
2011-12-30,1.9040000438690186,5097000,1.8993330001831055,2.434
2012-01-03,1.871999979019165,13921500,1.929332971572876,2.434
2012-01-04,1.8473329544067383,9451500,1.880666971206665,2.434
2012-01-05,1.8079999685287476,15082500,1.8506669998168945,2.434
2012-01-06,1.7940000295639038,14794500,1.8133330345153809,2.434
2012-01-09,1.8166669607162476,13455000,1.7999999523162842,2.434
2012-01-10,1.841333031654358,10077000,1.829332947731018,2.434
2012-01-11,1.8819999694824219,10084500,1.841333031654358,2.434
2012-01-12,1.8833329677581787,10939500,1.8986669778823853,2.434
2012-01-13,1.519333004951477,82506000,1.8933329582214355,2.434
2012-01-17,1.773332953453064,69774000,1.7746670246124268,2.434
2012-01-18,1.7873330116271973,18903000,1.7793329954147339,2.434
2012-01-19,1.784000039100647,18694500,1.8126670122146606,2.434
2012-01-20,1.773332953453064,9934500,1.7933330535888672,2.434
2012-01-23,1.7846670150756836,8919000,1.7873330116271973,2.434
2012-01-24,1.8279999494552612,12870000,1.775333046913147,2.434
2012-01-25,1.8646670579910278,9168000,1.8179999589920044,2.434
2012-01-26,1.929332971572876,19066500,1.8713330030441284,2.434
2012-01-27,1.9553329944610596,11226000,1.899999976158142,2.434
2012-01-30,1.9713330268859863,10935000,1.965999960899353,2.434
2012-01-31,1.937999963760376,14346000,1.9933329820632935,2.434
2012-02-01,1.972000002861023,7848000,1.937999963760376,2.434
2012-02-02,2.016666889190674,12085500,1.9813330173492432,2.434
2012-02-03,2.076667070388794,11467500,2.0273330211639404,2.434
2012-02-06,2.119999885559082,9781500,2.0733330249786377,2.434
2012-02-07,2.1066670417785645,15324000,2.119999885559082,2.434
2012-02-08,2.128667116165161,9355500,2.1066670417785645,2.434
2012-02-09,2.171999931335449,19156500,2.1333329677581787,2.434
2012-02-10,2.0733330249786377,28113000,2.1506669521331787,2.434
2012-02-13,2.0993330478668213,17368500,2.103332996368408,2.434
2012-02-14,2.2113330364227295,27162000,2.115999937057495,2.434
2012-02-15,2.240000009536743,41427000,2.206666946411133,2.434
2012-02-16,2.2786669731140137,33295500,2.233333110809326,2.434
2012-02-17,2.3313329219818115,20650500,2.2660000324249268,2.434
2012-02-21,2.299999952316284,17037000,2.324666976928711,2.434
2012-02-22,2.2813329696655273,24819000,2.299999952316284,2.434
2012-02-23,2.302000045776367,12306000,2.2660000324249268,2.434
2012-02-24,2.25,14398500,2.2820000648498535,2.434
2012-02-27,2.2413330078125,9090000,2.2273330688476562,2.434
2012-02-28,2.253999948501587,9183000,2.2426669597625732,2.434
2012-02-29,2.2273330688476562,8035500,2.253999948501587,2.434
2012-03-01,2.2939999103546143,10552500,2.2339999675750732,2.434
2012-03-02,2.2693328857421875,8250000,2.293333053588867,2.434
2012-03-05,2.251332998275757,7005000,2.2899999618530273,2.434
2012-03-06,2.2073330879211426,8607000,2.2166669368743896,2.434
2012-03-07,2.2079999446868896,5473500,2.2079999446868896,2.434
2012-03-08,2.204667091369629,9499500,2.2073330879211426,2.434
2012-03-09,2.315999984741211,23301000,2.2133328914642334,2.434
2012-03-12,2.4006669521331787,29449500,2.312666893005371,2.434
2012-03-13,2.4059998989105225,15024000,2.434000015258789,2.434
